FID,SCHOOLNAME,Address,CITY,CUMULATIVE_COVID_Students,CUMULATIVE_COVID_Teachers,F30Day_Students,F30Day_Employees
1295,All Saints Episcopal Day School,1425 Cherokee Road,Florence,0,< 5,0,< 5
1296,Al-Sabeel Academy,1601 Clement Road,Greer,0,0,0,0
1297,Beaufort Christian School,378 Parris Island Gateway,Beaufort,0,0,0,0
1298,Ben Lippen School,7401 Monticello Road,Columbia,< 5,< 5,< 5,< 5
1299,Bob Jones Academy,1700 Wade Hampton Blvd.,Greenville,< 5,0,0,0
1300,Bread of Life Christian Academy,6149 Ford Taylor Road,Conway,0,0,0,0
1301,Calhoun Academy,81 Academy Road,St. Matthews,0,0,0,0
1302,Calvary Christian School,4511 Dick Pond Road,Myrtle Beach,< 5,0,< 5,0
1303,Carolina Academy,351 N. Country Club Road,Lake City,< 5,< 5,< 5,< 5
1304,Carolina International Preparatory School,212 Roper Mountain Road Extension,Greenville,< 5,0,0,0
1305,"Center for Learning, Inc.",2729 Covenant Road,Columbia,0,0,0,0
1306,Central Presbyterian Preschool,1404 North Boulevard,Anderson,0,0,0,0
1307,Christian Academy of Myrtle Beach,291 Ronald McNair Blvd.,Myrtle Beach,0,< 5,0,0
1308,Charleston Day School,15 Archdale Street,Charleston,0,0,0,0
1309,Clarendon Hall,1140 South Dukes Street,Orangeburg,< 5,0,0,0
1310,Colonial Christian Academy,1110 Meeting Street,W. Columbia,0,0,0,0
1311,Columbia Adventist Academy,241 Riverchase Way,Lexington,0,0,0,0
1312,Coastal Christian Preparatory,681 McCants Drive,Mt. Pleasant,0,< 5,0,0
1313,Comenius School for Creative Leadership,8160 Regent Parkway,Fort Mill,0,0,0,0
1314,Colleton Prep Academy,"165 Academy Road, PO Box 1426",Walterboro,6,0,5,0
1315,Covenant Classical Christian School,3120 Covenant Road,Columbia,0,0,0,0
1316,Westview Elementary,100 Westview Boulevard,Goose Creek,0,0,0,0
1317,Dorchester Academy,234 Academy Road,St. George,0,0,0,0
1318,Easley Christian School,461 Saco Lowell Road,Easley,0,0,0,0
1319,Eddlemon Adventist School,"1217 John B. White, Sr. Blvd",Spartanburg,< 5,0,< 5,0
1320,Camden Military Academy,520 Hwy. #1 North,Camden,0,0,0,0
1321,Cutler Jewish Day School,5827A N. Trenholm Road,Columbia,0,0,0,0
1322,Einstein Academy,847 Cleveland Street,Greenville,0,0,0,0
1323,Faith Christian Academy,220 Greene Street,Cheraw,0,0,0,0
1324,Faith Christian Academy,7005 Friendfield Road,Effingham,0,0,0,0
1325,Westview Middle,101 Westview Boulevard,Goose Creek,0,0,0,0
1326,First Baptist of Charleston,48 Meeting Street,Charleston,0,0,0,0
1327,First Baptist Weekday,602 Georgia Avenue,N. Augusta ,0,0,0,0
1328,First Presbyterian Academy at Shannon Forest,829 Garlington Road,Greenville,0,0,0,0
1329,Five Oaks Academy,1101 Jonesville Road,Simpsonville,0,0,0,0
1330,Wando High,1000 Warrior Way,Mt. Pleasant,< 5,0,< 5,0
1331,South Aiken Presbyterian Kindergarten,1711 Whiskey Road,Aiken,0,0,0,0
1332,St. James Methodist Kindergarten,213 N. Lanford Road,Spartanburg,0,0,0,0
1333,Whitesville Elementary,324 Gaillard Road,Moncks Corner,0,0,0,0
1334,St. John's UMC SEED,104 Newberry Street NW,Aiken,0,0,0,0
1335,Sumter Christian School,420 S. Pike W,Sumter,0,0,0,0
1336,Sundrops Montessori School,955 Houston Northcutt Blvd.,Mt. Pleasant,< 5,0,< 5,0
1337,Tabernacle Christian School,3931 White Horse Road,Greenville,0,0,0,0
1338,Tara Hall School,510 Tara Hall Road,Georgetown,0,0,0,0
1339,Temple Christian Academy,1660 N. Governor Williams Hwy.,Darlington,0,0,0,0
1340,Temple Christian Academy,2905 Standridge Road,Anderson,0,0,0,0
1341,Thomas Hart Academy,852 Flinns Road,Hartsville,0,0,0,0
1342,The Charleston Christian School,2014 Bees Ferry Road,Charleston,0,0,0,0
1343,Trinity Christian Academy,607 W. Ashland Avenue,Andrews,0,0,0,0
1344,The Cooper School,13 Oakdale Place,Charleston,0,0,0,0
1345,Trinity Day School,226 W. Liberty Street,Sumter,0,0,0,0
1346,UMC of the Covenant Child Development Center,9020 Asheville Highway,Spartanburg,0,0,0,0
1347,Union Christian Day School,331 Meansville Road,Union,0,0,0,0
1348,Union Methodist Church Preschool,7582 Woodrow Street,Irmo,0,0,0,0
1349,W. Wyman King Academy,1046 Sardis Road,Batesburg,0,0,0,0
1350,Walnut Grove Christian School,1036 Maxwell Mill Road,Fort Mill,0,0,0,0
1351,Westgate Christian School,1990 Old Reidville Road,Spartanburg,0,0,0,0
1352,University School of the Lowcountry,690 Coleman Blue,Mt. Pleasant,0,0,0,0
1353,Washington St. Elementary,325 Washington Street,Hartsville,0,0,0,0
1354,Westminster Catawba Christian School,2650 India Hook Road,Rock Hill,< 5,0,< 5,0
1355,Wateree Elementary,424 Wildwood Lane,Lugoff,0,0,0,0
1356,Westminster Day School,309 Fernwood Drive,Spartanburg,0,0,0,0
1357,Waterloo Elementary,10457 Highway 221 South,Waterloo,0,< 5,0,0
1358,Wilson Hall,520 Wilson Hall Road,Sumter,< 5,0,< 5,0
1359,Waterway Elementary,700 Sandridge Road,Little River,0,0,0,0
1360,St. John Neumann Catholic School,721 Polo Rd,Columbia,0,0,0,0
1361,Watkins-Nance Elementary,2525 Barhamville Road,Columbia,0,0,0,0
1362,Winfield Heights Christian Kindergarten ,315 Chester Street,Williston,0,0,0,0
1363,Webber School,140 Webber School Road,Eastover,0,0,0,0
1364,Sandhills School,1500 Hallbrook Dr,Columbia,0,0,0,0
1365,Welcome Elementary,36 East Welcome Road,Greenville,0,0,0,0
1366,Timmerman School,2219 Atascadero Dr,Columbia,0,0,0,0
1367,West End Elementary,314 Pelzer Highway,Easley,< 5,0,< 5,0
1368,Ashley Hall,172 Rutledge Ave,Charleston,< 5,0,< 5,0
1369,West Florence High,221 North Beltline Drive,Florence,0,< 5,0,< 5
1370,The Charleston Catholic School,888 King St,Charleston,0,0,0,0
1371,Wellford Acad of Sci & Tech,864 Syphrit Road,Wellford,< 5,< 5,0,< 5
1372,Bishhop England High School,363 Seven Farms Drive,Daniel Island,0,0,0,0
1373,West Ashley High,4060 West Wildcat Boulevard,Charleston,0,0,0,0
1374,The Kings Academy,1015 S Ebenezer Rd,Florence,< 5,0,< 5,0
1375,West Hartsville Elementary,214 Clyde Road,Hartsville,0,0,0,0
1376,Laurens Academy,3515 SC-49,Laurens,< 5,0,< 5,0
1377,West Lee Elementary,55 West Lee School Road,Rembert,0,0,0,0
1378,Christ Church Episcopal School,245 Cavalier Dr,Greenville,< 5,0,< 5,0
1379,West Market Sch of Early Ed,1909 Dobbins Bridge Road,Anderson,0,0,0,0
1380,West Oak Middle,501 Westminster Highway,Westminster,0,< 5,0,< 5
1381,West Pelzer Elementary,10 West Stewart Street,West Pelzer,< 5,0,< 5,0
1382,West View Elementary,400 Oak Grove Road,Spartanburg,< 5,< 5,< 5,< 5
1383,West-Oak High,130 Warrior Lane,Westminster,< 5,0,< 5,0
1384,Westcliffe Elementary,105 Eastbourne Road,Greenville,0,0,0,0
1385,Westminster Elementary,206 Hamilton Street,Westminster,0,0,0,0
1386,Westside High,806 Pearman Dairy Road,Anderson,< 5,0,< 5,0
1387,St. Stephen Elementary,1053 Russellville Road,St. Stephen,0,0,0,0
1388,St. Stephen Middle,225 Carolina Avenue,St. Stephen,0,0,0,0
1389,Westview Middle,1410 West Alexander Road,Greenwood,< 5,0,< 5,0
1390,Stratford High,951 Crowfield Boulevard,Goose Creek,0,0,0,0
1391,West Ashley Middle,1776 Kennerty Drive,Charleston,0,0,0,0
1392,Westwood Elementary,124 Highway 28 Bypass,Abbeville,0,0,0,0
1393,Westwood High,180 Turkey Farm Road,Blythewood,0,0,0,0
1394,Whale Branch Early College Hi,169 Detour Road,Seabrook,0,0,0,0
1395,Whale Branch Elementary,15 Stuart Point Road,Seabrook,0,0,0,0
1396,Whale Branch Middle,2009 Trask Parkway,Seabrook,0,0,0,0
1397,White Knoll Elementary,132 White Knoll Way,West Columbia,0,0,0,0
1398,White Knoll High,5643 Platt Springs Road,Lexington,< 5,0,< 5,0
1399,White Knoll Middle,116 White Knoll Way,West Columbia,0,0,0,0
1400,Whitehall Elementary,702 Whitehall Road,Anderson,0,< 5,0,< 5
1401,Timberland High,1418 Gravel Hill Road,St. Stephen,0,0,0,0
1402,Whittaker Elementary,790 Whittaker Parkway,Orangeburg,0,0,0,0
1403,Whittemore Park Middle,1808 Rhue Street,Conway,0,< 5,0,< 5
1404,Wilder Elementary,975 South Main Street,Sumter,0,0,0,0
1405,William J. Clark Middle,919 Bennett Avenue,Orangeburg,0,0,0,0
1406,William M. Reeves Elementary,1003 DuBose School Road,Summerville,0,0,0,0
1407,William Memorial Elementary,290 South Metts Street,St. George,0,< 5,0,< 5
1408,Williams Middle,1119 North Irby Street,Florence,< 5,0,< 5,0
1409,Willow Drive Elementary,26 Willow Drive,Sumter,0,0,0,0
1410,Williston-Elko High,12233 Main Street,Williston,0,0,0,0
1411,Williston-Elko Middle,12333 Main Street,Williston,0,0,0,0
1412,Wilson High,1411 Old Marion Highway,Florence,0,< 5,0,< 5
1413,Windsor Elementary,9800 Dunbarton Drive,Columbia,0,< 5,0,< 5
1414,Windsor Hill Arts Infused Elem,8600 William Moultrie Drive,North Charleston,0,0,0,0
1415,Woodfields Elementary,1032 Emerald Road,Greenwood,< 5,< 5,< 5,< 5
1416,Woodland Elementary,1730 Gibb Shoals Road,Greer,0,0,0,0
1417,Woodland Heights Elem,1216 John B. White  Sr. Boulevard,Spartanburg,< 5,0,< 5,0
1418,Camperdown Academy,67 Verdae Commons Drive,Greenville,< 5,0,< 5,0
1419,Woodland High,4128 Highway 78,Dorchester,0,< 5,0,0
1420,Whitmire Community Sch Elem,2597 SC Highway 66,Whitmire,0,0,0,0
1421,Woodmont High,2831 West Georgia Road,Piedmont,< 5,0,< 5,0
1422,Cardinal Newman School,2945 Apline Rd,Columbia,< 5,0,< 5,0
1423,Porter Gaud School,300 Albermarle Rd,Charleston,< 5,0,< 5,0
1424,Edge Christian Academy,3222 Platt Springs Rd,West Columbia,0,0,0,0
1425,Trinity-Byrnes Collegiate School,5001 Hoffmeyer Rd,Darlington,< 5,0,< 5,0
1426,Emmanuel Christian School,1001 N Marquis Hwy,Hartsville,< 5,0,< 5,0
1427,St. Michael Catholic School,542 Cypress Ave,Murrells Inlet,0,0,0,0
1428,St. Andrew Catholic School,3601 N Kings Hwy,Myrtle Beach,< 5,0,0,0
1429,Saint Joseph Catholic School,3700 Devine St,Columbia,0,0,0,0
1430,Hilton Head Preparatory,8 Fox Grape Rd,Hilton Head,0,0,0,0
1431,Hilton Head Christian Academy,55 Gardner Dr,Hilton Head,< 5,0,0,0
1432,Beaufort Academy,240 Sams Point Rd,Beaufort,0,0,0,0
1433,Cross Schools,495 Buckwalter Pkwy,Bluffton,0,0,0,0
1434,Blessed Sacrament Catholic School,7 St Teresa Dr,Charleston,0,0,0,0
1435,Northside Christian Academy,4347 Sunset Blvd,Lexington,0,0,0,0
1436,Grace Christian School,1375 Tory Hill Road,Loris,0,0,0,0
1437,Greenville Classical Academy,2519 Woodruff Road,Simpsonville,0,0,0,0
1438,Greenwood Christian School,2026 Woodlawn Road,Greenwood,0,0,0,0
1439,Hammond School,854 Galway Lane,Columbia,< 5,0,< 5,0
1440,Hampton Park Christian School,875 State Park Road,Greenville,0,0,0,0
1441,Haynsworth Private School,228 E. Park Avenue,Greenville,0,0,0,0
1442,Heathwood Hall Episcopal School,3000 S. Beltline Blvd,Columbia,0,0,0,0
1443,Heritage Academy,11 New Orleans Road,Hilton Head,0,0,0,0
1444,Heritage Christian Academy,649 Barr Road,Lexington,0,0,0,0
1445,Hidden Treasure Christian School,500 West Lee Road,Taylors,0,0,0,0
1446,Immanuel Lutheran School,2820 Woodruff Road,Simpsonville,0,0,0,0
1447,Jefferson Davis Academy,5061 Hilda Rd,Blackville,15,< 5,8,0
1448,Kelleytown Baptist Kindergarten,2609 Kelleytown Road,Hartsville,< 5,0,< 5,0
1449,Lakeview Christian School,107 Mauldin Lake Road,Pickens,0,0,0,0
1450,Legacy Christian Academy,2576 Bees Creek Road,Ridgeland,0,0,0,0
1451,Lowcountry Preparatory School,300 Blue Stem Drive,Pawleys Island,< 5,0,0,0
1452,Marantha Christian School,2624 W. Palmetto Street,Florence,< 5,0,< 5,0
1453,Marlboro Academy,1035 Bennettsville Firetower Road,Bennettsville,< 5,0,0,0
1454,Mason Preparatory School,56 Hasley Blvd,Charleston,0,0,0,0
1455,Mitchell Road Christian Academy,207 Mitchell Road,Greenville,< 5,0,< 5,0
1456,Montessori Academy of Spartanburg ,384 South Spring Street,Spartanburg,< 5,0,< 5,0
1457,Montessori Early Learning Center & School of the Arts,1101 Balsam Road,Columbia,0,0,0,0
1458,Montessori School of Anderson,280 Sam McGee Road,Anderson,0,0,0,0
1459,Macfeat Laboratory School,41 Withers ,Rock Hill,0,0,0,0
1460,"Montessori School of Columbia, Inc.",411 South Maple Street,Columbia,0,0,0,0
1461,Montessori School of Florence ,510 W. Palmetto Street,Florence,0,0,0,0
1462,Montessori School of Johns Island,3634 Mary Ann Point Road,Johns Island,0,0,0,0
1463,Montessori West Christian School,8800 Warren H. Abernathy Highway,Spartanburg,< 5,< 5,< 5,0
1464,Montessori School of Mauldin,205B East Butler Road,Mauldin,0,0,0,0
1465,Mount Pleasant Presbyterian Church Learning Center,302 Hibben Street,Mt. Pleasant,0,0,0,0
1466,New Covenant School,303 Simpson Road,Anderson,0,0,0,0
1467,New Haven Christian School,463 Zion Road,Walhalla,0,0,0,0
1468,Newberry Academy,2055 Smith Road,Newberry,< 5,0,< 5,0
1469,New Prospect Christian School,4221 Cheminally Road,Pamplico,< 5,0,0,0
1470,North Myrtle Beach Christian School,9535 SC Hwy 90,Longs,0,0,0,0
1471,North Walterboro Christian Academy,2177 Jefferies Highway,Walterboro,0,0,0,0
1472,Orangeburg Preparatory Schools,2651 North Road,Orangeburg,< 5,0,< 5,0
1473,Owens Christian Academy,3377 Ridgeway Street,N. Charleston,0,0,0,0
1474,Palmetto Christian Academy,361 Egypt Road,Mt. Pleasant,0,0,0,0
1475,Palmetto Christian Academy of Greenwood,1615 Woodlawn Road,Greenwood,0,0,0,0
1476,Pawleys Island Christian Academy,10304 Ocean Highway,Pawleys Island,0,< 5,0,0
1477,Pine Grove,1500 Chestnut Road,Elgin,0,< 5,0,0
1478,Pinewood Preparatory School,1114 Orangeburg Road,Summerville,< 5,0,0,0
1479,Richard Winn Academy,"1796 Old Chester Road, PO Box 390",Winnsboro,0,0,0,0
1480,Westview Primary,98 Westview Boulevard,Goose Creek,0,0,0,0
1481,Risen Christ Christian Academy,10595 N. Kings Highway,Myrtle Beach,0,0,0,0
1482,Robert E. Lee Academy,630 Cousar Street,Bishopville,< 5,0,0,0
1483,Saint John Preschool,3404 West Beltline Blvd.,Columbia,0,0,0,0
1484,Shiloh Christian School,2604 Hwy 184,Due West,0,0,0,0
